Id,Label,Size
852,"I've noticed that Flash applications tend to be more sluggish under Ubuntu than they do under Windows on the same machine This is particularly noticeable when watching HD video or playing graphics physics heavy games Are there any ways of improving the performance of Flash under Ubuntu or is this just an issue with the Linux version that I will have to live with  Currently I'm just cutting down on the number of tabs open blocking flash ads and closing other programs but I'm looking for ways to affect Flash itself  Other things I have already been doing include using Youtube's HTML5 feature and playing videos straight from  tmp in VLC I was wondering if there was some way of streamlining Flash itself though Perhaps not  More Specific Question Is there anything I can do in mmscfg to boost performance ",99
855,"I like the songbird player very much and it used to be my only choice for all plataforms but they have discontinued GNU linux support for some time now due to lack of people to help with the linux port  I would like to know what are the alternatives with similar features and usability out there ",39
856,"Talking towards Ubuntu 1004 server edition what tools practices would you recommend to secure the server ",102
860,"How would you explain that Ubuntu if fine for most people who just want to browse the web write e mail and so on ",72
863,"How do I change my primary monitor without using the command line ",63
867,"Whenever Ubuntu boots up a dialogue pops up asking me to unlock my default keyring   Is there some way this can unlock automatically through PAM or some other magical way   ",357
868,"How would you set up Ubuntu on a computer that will be used as public computer in a library  I need the following features and user restrictions   On boot a guest user should automatically be logged in Only Firefox Chrome and OpenOffice should be available for the guest user The guest user should be able to write files to his her USB stick but never to the computer's hard drive   Any guidelines on how to set up something like this Is there perhaps a remix of Ubuntu created for this exact purpose ",77
889,"I accidentally deleted the default top panel in ubuntu 1004   How can I restore it without completely re building it one panel object at a time ",17
894,"The Sansa Fuze mp3 player can only play videos in its own special format how can I convert videos to this format using Ubuntu ",8
897,"Fonts look bad and blurry in Ubuntu When I compare a site in Ubuntu and Windows the Windows font look much more readable even after I import all of my Windows fonts How can I change this ",171
906,"I have recently installed vlc I have found that when i play videos on vlc the hue of the color of the video is off I have to constantly readjust it   Also how can i make vlc my default player for  avi files  Please and thank you ",18
908,"How can I get the middle mouse button to behave correctly in Ubuntu Clicking the middle button does not show the arrow which allows me to scroll the page by moving the mouse  Information   Firefox 368 Mouse Microsoft Intellimouse Explorer 30  ",74
915,"I've got a friend who wants to try Ubuntu on his netbook but doesn't have a USB drive he can use and of course the netbook doesn't have a CD drive Is it possible for him to install Ubuntu ",11
916,"One of the reasons we use Windows in the office at work is Active Directory It makes it a piece of cake to bring up a new workstation and have a new or existing user login and do their work Once all the Applications are installed a user can login on any workstation and have all their documents and settings available to them  Is there any way of doing this on Ubuntu  Sure there are syncing programs like Ubuntu One that sync the files and hopefully eventually settings but as far as I am aware it still requires each workstation the user wishes to log onto to already have their user account set Also any time a user changes their password it needs to be changed on each machine the user logs into  It would also be useful if this applied to servers as well so a user can SSH into a server and have the same files as on their desktop in their home directory  Does this sort of ability existing in Ubuntu currently ",13
933,"Having installed various Linux distros for tinkering I'm puzzled by the installers offering partition layouts   for an easy way out I just use the whole available disk space  Some of the partitions offered have cryptic names including  var swap  usr and  home The installers don't really explain these to me   what purpose do they serve and which if any should be used ",125
935,"I want to clear all the history that I can scroll to  so that I start with a terminal without anything in it exempt the prompt clear only creates a clear screen but does not delete the scroll history ",10
943,"I've installed the Server on a desktop with two network cards  I've installed dnsmasq squid shorewall ssh and dansguardian  how do I get this device to talk to DSL modem and my network through my router  I've configured the network cards to separate networks I've set up the DHCP DNC settings  I did not install dhcp3 server using dnsmasq  I've tried following these instructions as guide line http  taksuyamacom p=16  Any help would be great  These are great devices when they work for homes with kids  ",12
953,"I'm setting up a transparent proxy filter server I've encountered many issues  My Question  With a PPPOE DSL modem how do I negotiate a connection from my server  I am putting the server between the modem and the router now just a switch and wifi AP  The router did the PPPOE login for me    My modem can be put into the following modes  PPPOE on modem PPPOE on computerrouter &amp bridge    I thought I could connect to the modem with a static IP with my 2nd NIC with the PPPOE on the modem  This didn't seem to work  For example the modem's ip is 19216801 so I set a static IP of 19216802  This has worked in the past to connect and configure the modem Any help would be great ",9
954,"I wish to occasionally use my ubuntu computer as a television  I am in the US and would like to watch over the air HDTV shows  The ideal situation would be the TV show in one window with some mouse &amp keyboard controls for volume &amp channel  I do not want or need a from the couch remote driven interface  What hardware will I need to buy What software packages should I install ",12
959,"Please explain to me why it was choosen  was it due to ubuntu copying Mac OS X or some other factors ",21
962,"are there any paid subscriptions available for Ubuntu One  What additional features does it have ",17
970,"I heard that it was some sort of emergency fund or something ",28
974,"I have a friend who has got a computer that is not connected to the Internet Is there any way to install software offline easily ",535
982,"What criteria is used to select an Ubuntu release codename and who is ultimately responsible for the decision ",36
988,"Can exe and msi files Windows software be installed in Ubuntu ",309
991,"I want to start developing for it I could easy_install or pip install but I'd prefer a proper repo  Is there a PPA that's up to date ",12
992,"Alsohow can I become one  ",34
993,"Since GParted does not support RAID what tools can we use to create a RAID drive 015 etc and then install Ubuntu onto that drive Assume we are starting on fresh system with no OS ",10
994,"If Ubuntu can't do this natively are there any workarounds ",45
999,"I'm using Ubuntu Netbook edition and I want to change the panel's layout remove or move applets But all applets are locked and I have no way to change that  Is there a way to make them unlocked again so I can play with it ",10
1004,"What does it do ",15
1006,"The One Hundred Paper Cuts project says it will fix 100 'paper cuts' in each release cycle What is the definition of a paper cut ",60
1007,"I downloaded the latest Netbeans installer 69 which is not yet available on 1004   I tried to  sudo  netbeans 69 ml linuxsh    but it does not install anything I get the following messages before the installer quits silently  Configuring the installer Searching for JVM on the system Extracting installation data Running the installer wizard  ",13
1012,"I have Ubuntu 1004 installed with encrypted home directory  home is on a aseparate partition Can I just boot from 1010 cd reformat ' ' and install as usual I think it should work if I use the same password Will it Is there anything else to keep in mind ",45
1020,"what is the meaning of SABDFL ",31
1026,"   Possible Duplicate   How to install a targz file       please explain in an easy way ",4
1028,"I'm working with many GIS applications under Gnome It sometimes is very convenient to place one map over another to quickly spot differences  There used to be a KDE trick to make any window not just a terminal transparent thereby allowing me to make one map semi transparent and place it on the window of the other mapping software Is there a similar trick for Gnome ",18
1039,"Gwibber and Empathy constantly scrolls to a new message as soon as they arrive making it hard to read older messages especially on IRC  Is there a way to tell Gwibber and Empathy to not jump to a new message as soon as it arrives ",13
1042,"I fiddled about with pulseaudio I think in my config files Now i can't play 2 things one after each other from 1 window ton another Eg on Rhythmbox when i listen to a song then switch to youtube youtube won't have any sound and when i do it the otherway round rhythmbox won't play at all its playback slider doesn't move ",3
1044,"I heard that Kernel 2635 will have btrfs and that Ubuntu 1010 could have btrfs by default  What will be its features  Will I be able to migrate my data from my current ext4 partition ",28
1050,"Using an arbitrary web browser eg firefox you can save a web page complete web page  for which it saves the html file say nhtml and web page elements in a corresponding directory n_files  In Win7 if you copy move rename either the folder of the html file they are modified as a single unit  However Nautilus the default Gnome file manager does not do this  Is there a Nautilus script available to enable this functionality  Is there an alternative way to achieve the same thing ",17
1057,"How does one refresh thumbnails in nautilus In my videos folder I have some MKVs and only half of them have the movie border and a excerpt from the movie and the others also MKVs encoded in the same way just have the ordinary film icon  F5 doesnt do it ",42
1059,"I've been messing around with Ubuntu Customization Kit recently and I would like to create my own bash scripts to customize Ubuntu ISOs How would I use SquashFS to edit mount and edit the iso ",8
1063,"Now that the news is all around that Google will stop Wave development and I like to keep using it I was wondering how I can install their software For example is there a deb package ",7
1064,"   Possible Duplicate   What&39s the difference between Wubi and a regular installation       Which process does it use to install Ubuntu inside Windows ",2
1066,"How is it better than Windows and Mac system of downloading and installing applications from the Web ",22
1068,"I'm not sure how to get the OEM install mode working with my Ubuntu remaster I'm using Remastersys to make the remastered Ubuntu 1004 distro and I don't know how to make sure OEMs can use it I have tried running sudo oem config prepare after installing the remaster with oem config oem config gtk oem config remaster and oem config debconf installed from Synaptic in a new account called oem with the password also oem It tells me that I have to restart to show the system setup So I did that but it would not start into it I pressed the Escape key at Plymouth to view the bootup in verbose mode and it told me this  Traceback most recent call last File  usr bin ubiquity dm line 476 in module   dm = DMvt display username File  usr bin ubiquity dm line 78 in __init__   selfuid selfgid = pwdgetpwnamselfusername24 KeyError 'getpwnam name not found live'   multiple times and that I could make a new account from the boot prompt I attempted to do this but it was choppy and my key presses didn't appear to do anything until I pressed Enter when it displayed only some of the key presses so setting up an account from the boot prompt was futile I have also tried setting the live username to oem but the regular 7 step non oem installer shows up when I run Ubiquity I really need this to work as soon as possible  Thanks in advance ",7
1069,"Please give some solid reasons    Linked Question   How safe is Ubuntu  ",155
1076,"Where is Ubiquity used in Ubuntu ",23
1080,"What happens when KMS fails ",3
1081,"With Ubuntu 910 I did not have any encrypted partitions set up I have since installed a fresh Ubuntu 1004   I have 3 partitions OS root   home and swap How do I enable encryption on my existing  home partition ",21
1082,"How can one get more than 12 comands in Compiz >Comands  It's mainly for screen bindings ",9
1083,"Which operating systems besides Ubuntu use it ",31
1084,"Some models only or all models ",23
1086,"I use both GNOME and KDE SC In GNOME I use Docky but I do not use it with KDE So I would like Docky to start up only when I login into GNOME not KDE In KDE there is an option to make a program autostart only in KDE But I cannot find any such option in GNOME    How can I do this    Thanks in advance   ",36
1087,"I have a Ubuntu 1004 running Oracle VirtualBox 326 with a Windows XP guest I use a VPN that I would like to be accessed by the guest VM on a ifconfig it shows as  tun0      Link encapUNSPEC  HWaddr 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00             inet addr51921099  P t P51921099  Mask255255255255           UP POINTOPOINT RUNNING NOARP MULTICAST  MTU1362  Metric1           RX packets14151 errors0 dropped0 overruns0 frame0           TX packets19860 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen500            RX bytes4415271 44 MB  TX bytes17949982 179 MB   Using NAT or Bridge adapters on the VM only gives me the non vpn adapter How can I map the tun0 adapter to VirtualBox ",14
1090,"Why is defragmenting unnecessary in Ubuntu ",195
1095,"Ok So i've always had trouble with enabling 51 in ubuntu  Running 'alsamixer'  I have Master Heaphones PCM Front Front Mi Front Mi Surround Center All are at 100%  CardHDA Intel  ChipRealtek ALC888 This is my onboard sound Its a dell studio with 71 integrated sound  Running speaker test  c6  twav I only get the front 2 speakers Right Left making any noise The others make no noise at all   I have no other sound card to use as all my PCI slots are used up  Daemonconf   daemonize = no  fail = yes  allow module loading = yes  allow exit = yes  use pid file = yes  system instance = no  enable shm = yes  shm size bytes = 0  setting this 0 will use the system default usually 64 MiB  lock memory = no  cpu limit = no   high priority = yes  nice level =  11   realtime scheduling = yes  realtime priority = 5   exit idle time = 20  scache idle time = 20   dl search path = depends on architecture   load default script file = yes  default script file =    log target = auto  log level = notice  log meta = no  log time = no  log backtrace = 0  resample method = speex float 1  enable remixing = yes  enable lfe remixing = no  flat volumes = no   rlimit fsize =  1  rlimit data =  1  rlimit stack =  1  rlimit core =  1  rlimit as =  1  rlimit rss =  1  rlimit nproc =  1  rlimit nofile = 256  rlimit memlock =  1  rlimit locks =  1  rlimit sigpending =  1  rlimit msgqueue =  1  rlimit nice = 31  rlimit rtprio = 9  rlimit rttime = 1000000   default sample format = s16le  default sample rate = 44100  default sample channels = 6  default channel map = front leftfront right  default fragments = 8 default fragment size msec = 10 ",24
1097,"I have a DAAP server with multiple VLAN interfaces I would like to get traffic forwarded on all of the VLANs Forwarded from eth0 to eth1010  I've got the switch configured to be a trunk port with the correct VLANs and I enabled  proc sys net ipv4 ip_forward  But that doesn't seem to be doing the trick Is there anything else I need to do   Here is my ifconfig results as you can see the VLAN interfaces aren't really getting any traffic  eth0      Link encapEthernet  HWaddr 0014d110cafc             inet addr192168120  Bcast17221255255  Mask25525500           UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets536 errors0 dropped0 overruns0 frame0           TX packets259 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen1000            RX bytes264232 2580 KiB  TX bytes37425 365 KiB           Interrupt20 Base address0xe000   eth1      Link encapEthernet  HWaddr 001cc4312822             UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets303 errors0 dropped0 overruns0 frame0           TX packets202 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen1000            RX bytes225213 2199 KiB  TX bytes47118 460 KiB           Interrupt17   eth10101 Link encapEthernet  HWaddr 001cc4312822             inet addr17217120  Bcast172171255  Mask2552552550           UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets0 errors0 dropped0 overruns0 frame0           TX packets40 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen0            RX bytes0 00 B  TX bytes9076 88 KiB  eth10102 Link encapEthernet  HWaddr 001cc4312822             inet addr17218120  Bcast172181255  Mask2552552550           UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets0 errors0 dropped0 overruns0 frame0           TX packets40 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen0            RX bytes0 00 B  TX bytes9076 88 KiB  eth10103 Link encapEthernet  HWaddr 001cc4312822             inet addr17219120  Bcast172191255  Mask2552552550           UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets0 errors0 dropped0 overruns0 frame0           TX packets40 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen0            RX bytes0 00 B  TX bytes9076 88 KiB  eth10104 Link encapEthernet  HWaddr 001cc4312822             inet addr17220120  Bcast172201255  Mask2552552550           UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets0 errors0 dropped0 overruns0 frame0           TX packets40 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen0            RX bytes0 00 B  TX bytes9076 88 KiB  eth10105 Link encapEthernet  HWaddr 001cc4312822             inet addr17221120  Bcast172211255  Mask2552552550           UP BROADCAST RUNNING MULTICAST  MTU1500  Metric1           RX packets0 errors0 dropped0 overruns0 frame0           TX packets40 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen0            RX bytes0 00 B  TX bytes9076 88 KiB  lo        Link encapLocal Loopback             inet addr127001  Mask255000           UP LOOPBACK RUNNING  MTU16436  Metric1           RX packets113 errors0 dropped0 overruns0 frame0           TX packets113 errors0 dropped0 overruns0 carrier0           collisions0 txqueuelen0            RX bytes20777 202 KiB  TX bytes20777 202 KiB   Here is my  etc network interfaces file   This file describes the network interfaces available on your system  and how to activate them For more information see interfaces5   The loopback network interface auto lo iface lo inet loopback   Automagically configured network interfaces auto eth0 auto eth10101 auto eth10102 auto eth10103 auto eth10104 auto eth10105  iface eth0 inet static    address 192168120    netmask 25525500    gateway 19216813    network 1722100    broadcast 17221255255  iface eth10101 inet static    address 17217120    netmask 2552552550   iface eth10102 inet static    address 17218120    netmask 2552552550   iface eth10103 inet static    address 17219120    netmask 2552552550   iface eth10104 inet static    address 17220120    netmask 2552552550   iface eth10105 inet static    address 17221120    netmask 2552552550   Thank you for any help I've been working on this for quite a while ",17
1099,"I am working to get Mongodb running on a Ubuntu server install  In reviewing the instructions I needed to create a datadb directory in the root drive  At which point I needed to alter the owner using the CHOWN command as follows  sudo chown `id  u`  data db   When I issue that command as it appears in the quick start guide I receive chown invalid user 'id  u'  I am new to Linux so what I don't understand is what the 'id  u' was supposed to mean  When I replace with my user name the command completes just fine and mongo runs  Can someone help me understand what the short hand 'id  u' would communicate to an expert Linux user that it did not to me ",20
1102,"Since years there are rumours that Rhythmbox will be replaced by Banshee as default application in the next Distribution Release Are there any plans for it to be replaced The information that I have found is ambiguous ",24
1109,"If I am using the proprietary driver I don't get a good boot screen ",16
1110,"My laptop is a Lenovo T60p with an ATI video card and it used to work fine on 910  The external monitor works after full cycle of Function+Monitorkeys pressing but the extended is not working properly  Anything I should try ",4
1120,"I know that vim like emacs is very powerful editor for programmers as long as you know how to use it its shortcuts and so on What steps can I take and what tutorials can I read to become an advanced vim user ",326
1126,"In a script I play a sound  ogg file using  usr bin play  The sound is played fine but there is an annoying delay of a couple of seconds after the sound has been played before the program play terminates  Why is that and can it be fixed   Edit  The script is a git commit hook  It just calls play  q filenameogg  I have the same experience from the command line   I'm on 1004 if thats relevant  ",7
1132,"I would like to set up a home network with the various Ubuntu machines I have at my home They are all running 1004 It would have to be able to share files and maybe even chat   Any information on how to set this up would be beneficial  Please and thank you ",32
1136,"I want to record a radio webcast which does not offer MP3 The easiest way to do it seems to be recording all system sounds playing the webcast and saving as MP3  This is legal by the way   I want to record a radio show in which my friend was interviewed This is permitted by the radio station and fair use according to Israeli law AFAIK  Thanks  Adam ",13
1142,"I use xmodmap to alter my keyboard layout during session startup However each time the GNOME screensaver lock screen is activated it resets the keyboard to its default layout and I have to run xmodmap again to get my keybindings back  I understand that resetting the keyboard layout is the right thing to do before presenting a password prompt but Is there a way to stop the GNOME screensaver from doing it  Or a way to tell GNOME to use a custom keyboard layout all the time ",28
1143,"Seeing there are various ways to install on Ubuntu What are the various ways to uninstall items  Which ways always work How can I be sure something was uninstalled ",77
1145,"Is there a After Effects like software for Ubuntu or for free  Adobe After Effects is a compositing compositional and post production video tool If you think about green screening those cool titles credits overlays with people's names infographics it's all that stuff and a lot more Like motion photoshop in full hd ",43
